customerID,MonthlyCharges,TotalCharges,genero_bi,es_adultoMayor,pareja_bi,dependiente_bi,tiempo_servicio_bi,Multiple_lineas_bi,InternetService_bi,Servicio_Telefonico_bi,proteccion_equipo_bi,Respaldo_info_bi,Soporte_tecnico_bi,Streaming_bi,streaming_peliculas_bi,contrato_bi,Faturacion_electronica_bi,FormaPago_bi,Churn_bi
3397-AVTKU,60.0,2548.55,Masculino,No,No,No,37-48,No,DSL,Si,No,Si,No,No,Si,Un Año,Si,Cheque Electronico,Clientes Retenidos
4825-FUREZ,20.25,835.5,Masculino,No,Si,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque Electronico,Clientes Retenidos
9837-BMCLM,78.5,242.05,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2672-OJQZP,44.75,44.75,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
0137-UDEUO,19.85,63.75,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
3134-DSHVC,98.0,6218.45,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,No,Un Año,No,Tarjeta de Credito,Clientes Retenidos
6161-UUUTA,79.9,260.9,Masculino,Si,No,No,1-6,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7821-DPRQE,107.7,7320.9,Masculino,No,Si,No,> 60,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
6543-XRMYR,99.7,2967.35,Femenino,Si,No,No,25-36,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2001-EWBQU,104.7,6333.8,Femenino,No,No,No,49-60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,No,Cheque Electronico,Clientes Retenidos
4925-LMHOK,58.6,939.7,Masculino,No,No,No,13-24,Si,DSL,Si,No,Si,Si,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
1608-GMEWB,93.9,4200.25,Masculino,Si,No,No,37-48,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
6695-AMZUF,86.45,5950.2,Femenino,No,Si,No,> 60,No,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
1455-UGQVH,98.5,1037.75,Masculino,No,Si,No,7-12,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8410-BGQXN,19.4,93.4,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
8280-MQRQN,50.45,50.45,Femenino,No,No,No,1-6,No,DSL,Si,Si,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
1619-YWUBB,24.95,1614.9,Femenino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Tarjeta de Credito,Clientes Retenidos
7611-YKYTC,75.0,1573.95,Masculino,No,Si,Si,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
2037-SGXHH,94.65,3624.3,Masculino,No,Si,Si,37-48,Si,Fibra Optica,Si,Si,Si,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3178-FESZO,100.25,100.25,Femenino,No,No,No,1-6,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
0365-GXEZS,78.2,1468.75,Masculino,No,Si,No,13-24,No,Fibra Optica,Si,Si,No,Si,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0082-OQIQY,94.2,2607.6,Masculino,No,No,No,25-36,No,Fibra Optica,Si,No,No,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
6087-MVHJH,88.45,1422.1,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,Si,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
4603-JANFB,69.85,69.85,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3018-TFTSU,81.7,858.6,Masculino,No,No,No,7-12,No,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
3606-SBKRY,50.05,1523.4,Masculino,No,No,No,25-36,Sin Servicio Telefonico,DSL,No,Si,No,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
4806-KEXQR,79.9,324.3,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
0667-NSRGI,69.55,3435.6,Femenino,No,Si,No,37-48,Si,DSL,Si,Si,No,Si,No,Si,Dos Años,Si,Cheque por Correo,Clientes Retenidos
7083-YNSKY,25.4,399.6,Femenino,No,No,No,13-24,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
6893-ODYYE,90.1,4549.45,Masculino,No,No,No,49-60,No,Fibra Optica,Si,Si,Si,Si,No,No,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
8242-JSVBO,44.65,322.5,Masculino,No,No,No,7-12,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
2479-BRAMR,83.75,3273.55,Masculino,Si,Si,No,37-48,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
9541-ZPSEA,80.35,5375.15,Masculino,No,Si,Si,> 60,No,Fibra Optica,Si,Si,No,No,No,No,Un Año,No,Tarjeta de Credito,Clientes Retenidos
2665-NPTGL,98.1,2510.7,Femenino,Si,Si,No,25-36,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
1139-WUOAH,53.35,3090.05,Masculino,No,No,No,49-60,Sin Servicio Telefonico,DSL,No,Si,No,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
4693-VWVBO,19.55,61.05,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
7434-SHXLS,20.9,20.9,Femenino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
6937-GCDGQ,48.95,955.6,Masculino,No,Si,Si,13-24,No,DSL,Si,No,No,No,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
0988-JRWWP,54.2,140.4,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
5075-JSDKI,24.45,1493.1,Femenino,No,No,No,49-60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque Electronico,Clientes Retenidos
7908-QCBCA,69.4,69.4,Femenino,No,Si,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
8644-XYTSV,40.15,1626.05,Masculino,No,Si,No,37-48,Sin Servicio Telefonico,DSL,No,No,No,No,Si,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
6711-FLDFB,74.9,541.15,Femenino,No,No,No,7-12,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3873-WOSBC,25.6,1784.9,Masculino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
7465-ZZRVX,70.35,70.35,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
7975-JMZNT,91.7,6075.9,Masculino,No,Si,No,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
7251-XFOIL,89.2,5500.6,Femenino,No,No,No,> 60,Si,Fibra Optica,Si,Si,No,No,No,Si,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
4116-IQRFR,24.1,73.1,Masculino,No,Si,Si,1-6,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
3714-JTVOV,74.15,3229.4,Femenino,Si,Si,No,37-48,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
8259-DZLIZ,53.85,3399.85,Femenino,No,Si,Si,> 60,Si,DSL,Si,No,Si,No,No,No,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
0442-ZXKVS,115.6,6431.05,Femenino,Si,Si,No,49-60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
7853-WNZSY,19.75,19.75,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
3120-FAZKD,24.05,1230.9,Masculino,No,Si,Si,49-60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
8606-OEGQZ,25.3,454.65,Femenino,No,No,Si,13-24,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0225-ZORZP,84.3,235.05,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
4702-IOQDC,70.1,70.1,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9489-JMTTN,89.75,6595.9,Femenino,No,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes Retenidos
0575-CUQOV,97.95,5867,Masculino,Si,Si,No,49-60,No,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
0967-BMLBD,20.0,196.35,Femenino,No,Si,Si,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,Si,Cheque por Correo,Clientes Retenidos
6178-KFNHS,78.3,909.25,Femenino,No,No,Si,7-12,Si,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
2830-LEWOA,103.9,6449.15,Masculino,No,Si,Si,> 60,No,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
5006-MXVRN,20.7,762.45,Femenino,No,No,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Tarjeta de Credito,Clientes Retenidos
1264-BYWMS,96.8,5283.95,Masculino,No,No,No,49-60,Si,Fibra Optica,Si,No,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
9658-WYUFB,94.4,1617.5,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,No,Si,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8327-WKMIE,20.15,785.75,Masculino,No,No,No,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
6917-FIJHC,26.0,1776,Femenino,No,Si,No,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Cheque por Correo,Clientes Retenidos
5329-KRDTM,77.35,5396.25,Masculino,Si,Si,No,> 60,Si,DSL,Si,Si,Si,Si,Si,No,Un Año,No,Tarjeta de Credito,Clientes Retenidos
7797-EJMDP,66.05,574.5,Femenino,No,No,No,7-12,No,DSL,Si,No,No,Si,No,Si,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
3530-VWVGU,19.9,400.3,Femenino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
2013-SGDXK,84.3,84.3,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,Si,No,Si,No,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
6368-NWMCE,68.15,2656.3,Femenino,No,No,No,37-48,Si,DSL,Si,No,Si,Si,No,Si,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
3633-CDBUW,80.85,1445.95,Masculino,No,No,Si,13-24,No,DSL,Si,Si,Si,Si,Si,Si,Dos Años,No,Cheque Electronico,Clientes Retenidos
0707-HOVVN,75.5,5212.65,Femenino,Si,No,No,> 60,Si,DSL,Si,Si,Si,Si,Si,No,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
8580-QVLOC,92.45,6440.25,Femenino,Si,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,No,Tarjeta de Credito,Clientes No Retenidos
3956-MGXOG,80.6,2244.95,Femenino,No,No,No,25-36,No,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
9274-UARKJ,83.2,1130,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,Si,No,Si,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
4077-HWUYD,87.55,6463.15,Masculino,No,Si,Si,> 60,Si,DSL,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2012-NWRPA,99.55,1131.2,Femenino,Si,Si,No,7-12,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
8808-ELEHO,81.25,585.95,Masculino,Si,No,No,7-12,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
0103-CSITQ,109.4,6252.7,Femenino,No,Si,No,49-60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Dos Años,Si,Transferencia Bancaria,Clientes Retenidos
3506-LCJDC,19.95,19.95,Masculino,No,Si,Si,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Transferencia Bancaria,Clientes No Retenidos
8671-KKKOS,45.55,2062.15,Femenino,No,Si,No,37-48,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
7305-ZWMAJ,20.7,587.1,Masculino,No,Si,No,25-36,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
9518-XXBXE,75.3,720.45,Masculino,Si,Si,No,7-12,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
3934-HXCFZ,99.25,2186.4,Masculino,No,Si,No,13-24,Si,Fibra Optica,Si,Si,Si,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6578-KRMAW,93.4,2979.3,Masculino,No,No,No,25-36,No,Fibra Optica,Si,Si,Si,No,No,Si,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
4860-IJUDE,73.75,956.65,Masculino,No,No,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
7666-WKRON,80.45,3201.55,Femenino,No,No,No,37-48,No,Fibra Optica,Si,Si,No,Si,No,No,Un Año,Si,Cheque Electronico,Clientes No Retenidos
9688-YGXVR,88.15,3973.2,Femenino,No,No,No,37-48,No,Fibra Optica,Si,Si,Si,No,Si,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
0423-UDIJQ,49.2,447.9,Masculino,Si,No,No,7-12,No,DSL,Si,No,No,Si,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
1945-XISKS,19.65,1335.2,Femenino,No,Si,No,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
4910-AQFFX,79.35,661.25,Masculino,No,Si,Si,7-12,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
2154-KVJFF,79.75,1111.85,Femenino,No,No,No,13-24,Si,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
5360-LJCNJ,105.15,7555,Femenino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
2607-FBDFF,49.0,49,Masculino,No,No,No,1-6,No,DSL,Si,No,No,Si,No,No,Mes a Mes,No,Tarjeta de Credito,Clientes Retenidos
9647-ERGBE,100.05,3046.15,Femenino,No,Si,Si,25-36,Si,Fibra Optica,Si,Si,No,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
3428-XZMAZ,69.35,69.35,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
1100-DDVRV,49.8,836.35,Masculino,No,Si,No,13-24,Sin Servicio Telefonico,DSL,No,No,Si,No,Si,Si,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
0378-TOVMS,85.8,272.2,Femenino,No,No,No,1-6,No,Fibra Optica,Si,No,No,Si,No,Si,Mes a Mes,No,Cheque Electronico,Clientes No Retenidos
4355-HBJHH,79.7,5293.4,Masculino,No,Si,Si,> 60,Si,DSL,Si,Si,No,No,Si,Si,Un Año,Si,Cheque Electronico,Clientes No Retenidos
6728-WYQBC,20.95,20.95,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
9058-CBREO,50.55,50.55,Femenino,Si,No,No,1-6,Si,DSL,Si,No,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
9029-FEGVJ,79.3,2570,Femenino,Si,Si,No,25-36,Si,Fibra Optica,Si,Si,No,No,No,No,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
7216-KAOID,19.5,798.2,Masculino,No,Si,Si,37-48,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
0318-QUUOB,80.55,80.55,Masculino,No,Si,No,1-6,No,Fibra Optica,Si,No,No,No,Si,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
6145-NNPNO,44.15,44.15,Femenino,No,No,No,1-6,No,DSL,Si,No,No,No,No,No,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
5520-FVEWJ,84.5,916.9,Femenino,No,Si,Si,7-12,Si,Fibra Optica,Si,Si,Si,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
5339-TJFEK,105.5,6487.2,Masculino,No,Si,Si,> 60,Si,Fibra Optica,Si,No,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
5572-ZDXHY,84.3,1855.65,Femenino,No,No,No,13-24,No,Fibra Optica,Si,No,Si,No,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes No Retenidos
2074-GUHPQ,92.7,1556.85,Femenino,No,No,Si,13-24,Si,Fibra Optica,Si,Si,Si,Si,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
4625-XMOYM,26.25,1988.05,Femenino,No,Si,Si,> 60,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
5827-MWCZK,96.95,5432.2,Masculino,No,Si,Si,49-60,Si,Fibra Optica,Si,No,Si,Si,Si,No,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
1385-TQOZW,20.45,147.55,Femenino,No,No,No,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Tarjeta de Credito,Clientes Retenidos
5914-XRFQB,115.8,8424.9,Masculino,No,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,Si,Transferencia Bancaria,Clientes Retenidos
4329-YPDDQ,108.2,2203.7,Masculino,No,No,No,13-24,No,Fibra Optica,Si,Si,Si,Si,Si,Si,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
4804-NCPET,20.2,387.4,Masculino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque por Correo,Clientes Retenidos
3750-CKVKH,67.75,116.65,Masculino,No,No,No,1-6,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
5944-UGLLK,54.9,3045.75,Masculino,No,No,No,49-60,Sin Servicio Telefonico,DSL,No,Si,No,Si,Si,Si,Dos Años,No,Tarjeta de Credito,Clientes Retenidos
8063-GBATB,85.25,2287.25,Femenino,Si,No,No,25-36,Si,Fibra Optica,Si,No,No,No,No,Si,Mes a Mes,Si,Cheque Electronico,Clientes No Retenidos
7787-BNTZM,20.15,130.5,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Transferencia Bancaria,Clientes Retenidos
2252-ISRNH,90.35,767.9,Masculino,No,Si,Si,7-12,Si,Fibra Optica,Si,Si,No,No,Si,No,Dos Años,Si,Cheque Electronico,Clientes Retenidos
9415-TPKRV,55.75,446.8,Femenino,No,Si,Si,7-12,Si,DSL,Si,No,Si,No,No,No,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
5322-TEUJK,114.6,8100.25,Femenino,No,Si,Si,> 60,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Un Año,No,Transferencia Bancaria,Clientes Retenidos
4547-KQRTM,80.05,830.7,Femenino,No,No,No,7-12,Si,Fibra Optica,Si,No,Si,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes No Retenidos
4877-EVATK,20.0,20,Masculino,No,No,No,1-6,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes No Retenidos
1866-DIOQZ,66.8,4689.15,Femenino,No,Si,No,> 60,Sin Servicio Telefonico,DSL,No,Si,Si,Si,Si,Si,Dos Años,No,Transferencia Bancaria,Clientes Retenidos
8375-KVTHK,100.3,6754.35,Masculino,No,Si,No,> 60,No,Fibra Optica,Si,No,Si,Si,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
2697-NQBPF,105.35,3540.65,Masculino,No,No,No,25-36,Si,Fibra Optica,Si,No,Si,Si,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
3709-OIJEA,85.2,2184.6,Masculino,No,No,No,25-36,No,Fibra Optica,Si,Si,Si,Si,No,No,Dos Años,Si,Cheque Electronico,Clientes Retenidos
7639-SUPCW,48.8,1054.6,Femenino,No,No,No,13-24,No,DSL,Si,No,No,No,No,No,Mes a Mes,Si,Tarjeta de Credito,Clientes No Retenidos
1386-ZIKUV,18.95,130.55,Masculino,No,No,No,7-12,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
0599-XNYDO,69.8,1540.35,Femenino,No,Si,No,13-24,No,Fibra Optica,Si,No,No,No,No,No,Mes a Mes,Si,Transferencia Bancaria,Clientes Retenidos
6377-WHAOX,106.15,6411.25,Femenino,No,Si,No,49-60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Mes a Mes,Si,Cheque Electronico,Clientes Retenidos
6855-VLGOS,20.55,1432.55,Masculino,No,Si,Si,> 60,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Un Año,No,Cheque Electronico,Clientes Retenidos
8999-XXGNS,105.75,7629.85,Femenino,Si,Si,No,> 60,Si,Fibra Optica,Si,Si,Si,No,Si,Si,Dos Años,Si,Tarjeta de Credito,Clientes Retenidos
8746-OQQRW,25.25,101.9,Masculino,No,No,No,1-6,Si,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque por Correo,Clientes Retenidos
3181-MIZBN,19.75,313.4,Masculino,No,Si,Si,13-24,No,No tiene Servicio Internet,Si,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Sin Servicio Internet,Mes a Mes,No,Cheque Electronico,Clientes Retenidos
0471-ARVMX,104.85,6312.9,Femenino,Si,Si,No,> 60,Si,Fibra Optica,Si,Si,No,No,Si,Si,Dos Años,Si,Cheque Electronico,Clientes Retenidos
7766-CLTIC,60.95,629.55,Femenino,No,No,No,7-12,No,DSL,Si,No,No,Si,No,Si,Mes a Mes,Si,Cheque por Correo,Clientes Retenidos
